0.000000 0.000000 2456958.110978 147.066000 0.370000 0.708280 -59.046727 0.000000
0.000000 0.000000 2456958.111034 146.696000 0.231000 0.708280 -59.046771 0.000000
0.000000 0.000000 2456958.111091 146.685000 0.183000 0.708280 -59.046816 0.000000
0.000000 0.000000 2456958.111156 146.557000 0.151000 0.708280 -59.046867 0.000000
0.000000 0.000000 2456958.111203 146.396000 0.097000 0.708280 -59.046904 0.000000
0.000000 0.000000 2456958.111259 146.374000 0.088000 0.708280 -59.046949 0.000000
0.000000 0.000000 2456958.111325 146.436000 0.100000 0.708280 -59.047000 0.000000
0.000000 0.000000 2456958.111437 146.256000 0.130000 0.708281 -59.047089 0.000000
0.000000 0.000000 2456958.184993 146.244000 0.364000 0.708473 -59.110552 0.000000
0.000000 0.000000 2456958.185043 146.148000 0.296000 0.708473 -59.110599 0.000000
0.000000 0.000000 2456958.185105 146.192000 0.267000 0.708474 -59.110657 0.000000
0.000000 0.000000 2456958.185162 146.271000 0.225000 0.708474 -59.110710 0.000000
0.000000 0.000000 2456958.185218 146.047000 0.273000 0.708474 -59.110762 0.000000
0.000000 0.000000 2456958.185274 146.068000 0.158000 0.708474 -59.110815 0.000000
0.000000 0.000000 2456958.185330 146.023000 0.177000 0.708475 -59.110867 0.000000
0.000000 0.000000 2456958.185386 146.095000 0.191000 0.708475 -59.110920 0.000000
0.000000 0.000000 2456994.910525 379.996000 0.446000 -0.466571 -5.114377 0.000000
0.000000 0.000000 2456994.910581 380.038000 0.375000 -0.466569 -5.114594 0.000000
0.000000 0.000000 2456994.910638 379.977000 0.336000 -0.466567 -5.114810 0.000000
0.000000 0.000000 2456994.910694 380.099000 0.224000 -0.466565 -5.115027 0.000000
0.000000 0.000000 2456994.910750 380.269000 0.174000 -0.466562 -5.115244 0.000000
0.000000 0.000000 2456994.910806 380.293000 0.197000 -0.466560 -5.115460 0.000000
0.000000 0.000000 2456994.910863 380.388000 0.190000 -0.466558 -5.115677 0.000000
0.000000 0.000000 2456995.086642 378.656000 0.428000 -0.459463 -5.782843 0.000000
0.000000 0.000000 2456995.086698 379.200000 0.402000 -0.459460 -5.783051 0.000000
0.000000 0.000000 2456995.086754 378.948000 0.340000 -0.459458 -5.783258 0.000000
0.000000 0.000000 2456995.086810 379.065000 0.246000 -0.459456 -5.783465 0.000000
0.000000 0.000000 2456995.086876 378.925000 0.150000 -0.459454 -5.783706 0.000000
0.000000 0.000000 2456995.086932 378.929000 0.089000 -0.459451 -5.783913 0.000000
0.000000 0.000000 2456995.086988 378.729000 0.105000 -0.459449 -5.784121 0.000000
0.000000 0.000000 2456995.087044 378.508000 0.181000 -0.459447 -5.784328 0.000000
0.000000 0.000000 2456995.087100 378.727000 0.217000 -0.459445 -5.784535 0.000000
0.000000 0.000000 2456995.160659 378.282000 0.231000 -0.456469 -6.064327 0.000000
0.000000 0.000000 2456995.160715 378.358000 0.182000 -0.456466 -6.064546 0.000000
0.000000 0.000000 2456995.160771 378.248000 0.181000 -0.456464 -6.064765 0.000000
0.000000 0.000000 2456995.160827 377.987000 0.183000 -0.456462 -6.064985 0.000000
0.000000 0.000000 2456995.160884 378.292000 0.165000 -0.456459 -6.065205 0.000000
0.000000 0.000000 2456995.160940 378.158000 0.162000 -0.456457 -6.065424 0.000000
0.000000 0.000000 2456995.160996 378.527000 0.154000 -0.456455 -6.065644 0.000000
0.000000 0.000000 2456995.161052 378.331000 0.159000 -0.456452 -6.065863 0.000000
0.000000 0.000000 2456995.161108 378.279000 0.163000 -0.456450 -6.066083 0.000000
0.000000 0.000000 2457010.091395 74.666000 0.270000 0.196591 -68.579568 0.000000
0.000000 0.000000 2457010.091451 74.947000 0.211000 0.196593 -68.579790 0.000000
0.000000 0.000000 2457010.091508 74.817000 0.190000 0.196595 -68.580011 0.000000
0.000000 0.000000 2457010.091564 74.643000 0.131000 0.196597 -68.580232 0.000000
0.000000 0.000000 2457010.091620 74.649000 0.078000 0.196599 -68.580453 0.000000
0.000000 0.000000 2457010.091676 74.727000 0.094000 0.196600 -68.580674 0.000000
0.000000 0.000000 2457010.091733 74.834000 0.125000 0.196602 -68.580896 0.000000
0.000000 0.000000 2457010.091789 74.620000 0.170000 0.196604 -68.581117 0.000000
0.000000 0.000000 2457010.091845 74.300000 0.203000 0.196606 -68.581338 0.000000
0.000000 0.000000 2457010.165414 72.536000 0.230000 0.199127 -68.878089 0.000000
0.000000 0.000000 2457010.165470 72.693000 0.180000 0.199129 -68.878321 0.000000
0.000000 0.000000 2457010.165527 72.654000 0.182000 0.199131 -68.878552 0.000000
0.000000 0.000000 2457010.165583 72.862000 0.186000 0.199133 -68.878784 0.000000
0.000000 0.000000 2457010.165639 72.911000 0.166000 0.199135 -68.879015 0.000000
0.000000 0.000000 2457010.165695 72.799000 0.164000 0.199137 -68.879247 0.000000
0.000000 0.000000 2457010.165752 72.862000 0.156000 0.199139 -68.879478 0.000000
0.000000 0.000000 2457010.165808 72.731000 0.162000 0.199141 -68.879710 0.000000
0.000000 0.000000 2457010.165864 72.736000 0.165000 0.199143 -68.879941 0.000000
0.000000 0.000000 2457010.341555 68.050000 0.169000 0.205148 -69.590003 0.000000
0.000000 0.000000 2457010.341611 67.960000 0.147000 0.205150 -69.590224 0.000000
0.000000 0.000000 2457010.341667 67.835000 0.144000 0.205152 -69.590446 0.000000
0.000000 0.000000 2457010.341724 67.997000 0.130000 0.205154 -69.590667 0.000000
0.000000 0.000000 2457010.341780 67.869000 0.128000 0.205156 -69.590889 0.000000
0.000000 0.000000 2457010.341836 68.146000 0.150000 0.205157 -69.591111 0.000000
